x,f,i,t,o,h,f_eval,g_eval,h_eval
"[[-3.66095053  5.37619753 -5.20631783 ...  0.          0.
   0.        ]
 [-5.57683373 -3.7254465   3.12219516 ...  0.          0.
   0.        ]
 [-8.02504968  2.3083581  -1.72232243 ...  0.          0.
   0.        ]
 ...
 [-7.46261801  0.94914599 -2.1324983  ...  0.          0.
   0.        ]
 [ 8.57701564 -6.48560774  3.89335331 ...  0.          0.
   0.        ]
 [-0.92704345 -8.72177516  5.28238573 ...  0.          0.
   0.        ]]","[ 9.67813830e+04  8.28912239e+04  5.43402918e+04  4.38129017e+04
  3.85337054e+04  3.55240649e+04  3.37342676e+04  3.27112529e+04
  3.22318179e+04  3.21754628e+04  2.08011681e+04  1.36022170e+04
  8.98062147e+03  5.97724304e+03  4.00467338e+03  2.69702987e+03
  1.82305793e+03  1.23470339e+03  8.36091087e+02  5.64500455e+02
  3.78525723e+02  2.50609426e+02  1.62277205e+02  1.01063401e+02
  5.85078928e+01  2.88392173e+01  8.10182520e+00 -6.42653970e+00
 -1.66263541e+01 -2.38009669e+01 -2.88564530e+01 -3.24244270e+01
 -3.49462701e+01 -3.67311199e+01 -3.79959366e+01 -3.88932732e+01
 -3.95305806e+01 -3.99836614e+01 -4.03060694e+01 -4.05356908e+01
 -4.06993616e+01 -4.08161123e+01 -4.08994530e+01 -4.09589843e+01
 -4.10015349e+01 -4.10319664e+01 -4.10537426e+01 -4.10693335e+01
 -4.10805015e+01 -4.10885050e+01 -4.10942432e+01 -4.10983591e+01
 -4.11013124e+01 -4.11034324e+01 -4.11049547e+01 -4.11060482e+01
 -4.11068340e+01 -4.11073988e+01 -4.11078048e+01 -4.11080969e+01
 -4.11083069e+01 -4.11084581e+01 -4.11085669e+01 -4.11086452e+01
 -4.11087016e+01 -4.11087422e+01 -4.11087715e+01 -4.11087926e+01
 -4.11088078e+01 -4.11088187e+01 -4.11088266e+01 -4.11088323e+01
 -4.11088364e+01 -4.11088393e+01 -4.11088415e+01 -4.11088430e+01
 -4.11088441e+01 -4.11088449e+01 -4.11088455e+01 -4.11088459e+01
 -4.11088462e+01 -4.11088464e+01 -4.11088466e+01 -4.11088467e+01
 -4.11088468e+01 -4.11088469e+01 -4.11088469e+01 -4.11088469e+01
 -4.11088469e+01]",88,1.454819917678833,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.18689362e+03 9.93039032e+02 9.04512734e+02
 8.54830866e+02 8.24630750e+02 8.06137335e+02 7.95666154e+02
 7.91249895e+02 7.91733750e+02 6.37686403e+02 5.16543458e+02
 4.20472223e+02 3.43733124e+02 2.82050464e+02 2.32196443e+02
 1.91706676e+02 1.58680894e+02 1.31640754e+02 1.09426884e+02
 9.11234191e+01 7.60020565e+01 6.34801671e+01 5.30891287e+01
 4.44501760e+01 3.72558255e+01 3.12554764e+01 2.62441662e+01
 2.20537280e+01 1.85457935e+01 1.56062225e+01 1.31406455e+01
 1.10708784e+01 9.33202589e+00 7.87013275e+00 6.64027089e+00
 5.60497734e+00 4.73297441e+00 3.99811832e+00 3.37853334e+00
 2.85589724e+00 2.41485025e+00 2.04250540e+00 1.72804210e+00
 1.46236834e+00 1.23783946e+00 1.04802381e+00 8.87507096e-01
 7.51729052e-01 6.36846759e-01 5.39620278e-01 4.57316822e-01
 3.87630411e-01 3.28614443e-01 2.78625086e-01 2.36273694e-01
 2.00386814e-01 1.69972523e-01 1.44192105e-01 1.22336189e-01
 1.03804645e-01 8.80896353e-02 7.47613177e-02 6.34557885e-02
 5.38649009e-02 4.57276698e-02 3.88230118e-02 3.29636104e-02
 2.79907317e-02 2.37698411e-02 2.01868957e-02 1.71452094e-02
 1.45627993e-02 1.23701407e-02 1.05082661e-02 8.92715606e-03
 7.58437653e-03 6.44392436e-03 5.47524949e-03 4.65242636e-03
 3.95345174e-03 3.35964954e-03 2.85516630e-03 2.42654344e-03
 2.06235452e-03 1.75289765e-03 1.48993457e-03 1.26646935e-03
 1.07656062e-03]",1574,177,0
"[[-3.66095053  5.22735108 -1.01845598 ...  0.          0.
   0.        ]
 [-5.57683373 -3.7559398   0.34790201 ...  0.          0.
   0.        ]
 [-8.02504968  2.1381616  -0.18493141 ...  0.          0.
   0.        ]
 ...
 [-7.46261801  0.81059994 -0.96137156 ...  0.          0.
   0.        ]
 [ 8.57701564 -6.23751864 -0.16206144 ...  0.          0.
   0.        ]
 [-0.92704345 -8.59339194 -0.29439755 ...  0.          0.
   0.        ]]","[ 9.67813830e+04  7.79432871e+04  3.08742979e+03  7.49757496e+02
  3.38367597e+02  3.19774032e+02  4.05100230e+01  1.54975320e+01
 -1.80000643e+01 -2.80825751e+01 -3.02058335e+01 -3.72347676e+01
 -3.86575575e+01 -3.87154487e+01 -4.03837545e+01 -4.05981683e+01
 -4.08594367e+01 -4.08963393e+01 -4.10653784e+01 -4.10697818e+01
 -4.10943778e+01 -4.10991047e+01 -4.11034705e+01 -4.11051757e+01
 -4.11078722e+01 -4.11080670e+01 -4.11084960e+01 -4.11086242e+01
 -4.11086512e+01 -4.11087690e+01 -4.11087948e+01 -4.11087962e+01
 -4.11088294e+01 -4.11088344e+01 -4.11088403e+01 -4.11088417e+01
 -4.11088457e+01 -4.11088459e+01 -4.11088465e+01 -4.11088467e+01
 -4.11088467e+01 -4.11088469e+01]",41,0.22578787803649902,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.15069056e+03 1.97712779e+02 6.22272977e+01
 5.70643863e+01 7.29876792e+01 2.06647353e+01 2.41452738e+01
 9.01036639e+00 8.96388386e+00 1.13942268e+01 3.86036394e+00
 4.24007387e+00 5.66312788e+00 1.77930700e+00 2.10417178e+00
 8.68223413e-01 1.84825561e+00 5.16649503e-01 6.80070773e-01
 2.31881158e-01 2.64680017e-01 1.20726267e-01 2.31523158e-01
 6.93641303e-02 8.77568299e-02 3.33251643e-02 3.57269654e-02
 4.68712339e-02 1.65167615e-02 1.86801857e-02 2.52445788e-02
 8.32227263e-03 9.88971128e-03 4.29542411e-03 8.92988919e-03
 2.63646055e-03 3.41031037e-03 1.25432429e-03 1.38633932e-03
 1.85031566e-03 6.34649145e-04]",180,42,0
"[[-3.66095053 -0.18705065  0.         ...  0.          0.
   0.        ]
 [-5.57683373 -0.10025487  0.         ...  0.          0.
   0.        ]
 [-8.02504968 -0.24641483  0.         ...  0.          0.
   0.        ]
 ...
 [-7.46261801 -0.21429103  0.         ...  0.          0.
   0.        ]
 [ 8.57701564 -0.25540414  0.         ...  0.          0.
   0.        ]
 [-0.92704345  0.09000409  0.         ...  0.          0.
   0.        ]]",[ 9.6781383e+04 -4.1108847e+01],1,2.1704111099243164,Converged. Gradient norm is below tolerance.,[1.14536178e+03 1.63254376e-12],3,4,2
"[[-3.66095053 -0.18705065  0.         ...  0.          0.
   0.        ]
 [-5.57683373 -0.10025487  0.         ...  0.          0.
   0.        ]
 [-8.02504968 -0.24641483  0.         ...  0.          0.
   0.        ]
 ...
 [-7.46261801 -0.21429103  0.         ...  0.          0.
   0.        ]
 [ 8.57701564 -0.25540414  0.         ...  0.          0.
   0.        ]
 [-0.92704345  0.09000409  0.         ...  0.          0.
   0.        ]]",[ 9.6781383e+04 -4.1108847e+01],1,3.20355486869812,Converged. Gradient norm is below tolerance.,[1.14536178e+03 1.63254376e-12],3,3,2
"[[-3.66095053  5.37619753 -3.2804284  ...  0.          0.
   0.        ]
 [-5.57683373 -3.7254465  11.15570059 ...  0.          0.
   0.        ]
 [-8.02504968  2.3083581   7.31733864 ...  0.          0.
   0.        ]
 ...
 [-7.46261801  0.94914599  5.39512442 ...  0.          0.
   0.        ]
 [ 8.57701564 -6.48560774 -5.46752053 ...  0.          0.
   0.        ]
 [-0.92704345 -8.72177516  7.75315215 ...  0.          0.
   0.        ]]","[ 9.67813830e+04  8.28912239e+04  7.50375030e+04  6.40277634e+04
  6.19119261e+04  5.52743712e+04  4.52890745e+04  4.32947248e+04
  3.39102165e+04  2.73323929e+04  2.40344093e+04  2.22662110e+04
  1.89427488e+04  1.77217247e+04  1.51028549e+04  1.35641609e+04
  1.19481039e+04  9.89418607e+03  9.86402645e+03  9.55833151e+03
  9.30536055e+03  8.66465753e+03  6.89426631e+03  6.87698466e+03
  5.65349149e+03  5.19859478e+03  4.36049438e+03  3.95475014e+03
  3.50228707e+03  3.00680621e+03  2.80824369e+03  2.38888401e+03
  2.04813024e+03  1.85023065e+03  1.66945550e+03  1.41507142e+03
  1.30375322e+03  1.13694025e+03  9.74883803e+02  9.27592034e+02
  7.45901115e+02  7.00768124e+02  5.60139739e+02  5.16876013e+02
  4.55413643e+02  3.90601264e+02  3.54664062e+02  2.84068251e+02
  2.22080905e+02  1.93592742e+02  1.62341163e+02  1.31948586e+02
  1.27223698e+02  9.86107824e+01  7.29568696e+01  6.27856491e+01
  4.41758285e+01  3.37276421e+01  2.83478333e+01  2.81796501e+01
  1.52391754e+01  1.38328578e+01  2.84128300e+00  2.00251436e+00
 -6.85555282e+00 -7.80623722e+00 -1.39019668e+01 -1.52683735e+01
 -1.86832196e+01 -2.01878591e+01 -2.39910165e+01 -2.43393151e+01
 -2.76707520e+01 -2.81052557e+01 -3.06602501e+01 -3.22089333e+01
 -3.22418420e+01 -3.32405076e+01 -3.34071215e+01 -3.42380873e+01
 -3.55989920e+01 -3.61935750e+01 -3.66453448e+01 -3.74849520e+01
 -3.75639692e+01 -3.82399957e+01 -3.82613346e+01 -3.83582215e+01
 -3.89452130e+01 -3.93687300e+01 -3.95082542e+01 -3.97238269e+01
 -3.97688389e+01 -4.00431250e+01 -4.00947101e+01 -4.02643706e+01
 -4.02672325e+01 -4.03240961e+01 -4.04381119e+01 -4.04781363e+01
 -4.05871709e+01 -4.06025601e+01 -4.07060403e+01 -4.07215538e+01
 -4.08022701e+01 -4.08617675e+01 -4.08809890e+01 -4.09185363e+01
 -4.09338024e+01 -4.09562506e+01 -4.09742796e+01 -4.09885342e+01
 -4.10089339e+01 -4.10203948e+01 -4.10274294e+01 -4.10408877e+01
 -4.10420412e+01 -4.10484674e+01 -4.10568183e+01 -4.10605565e+01
 -4.10682360e+01 -4.10704661e+01 -4.10770128e+01 -4.10805396e+01
 -4.10835684e+01 -4.10871597e+01 -4.10887897e+01 -4.10911258e+01
 -4.10939127e+01 -4.10949028e+01 -4.10971777e+01 -4.10982592e+01
 -4.10995091e+01 -4.11006424e+01 -4.11012902e+01 -4.11027841e+01
 -4.11029681e+01 -4.11041606e+01 -4.11042074e+01 -4.11051561e+01
 -4.11052506e+01 -4.11053680e+01 -4.11059739e+01 -4.11062496e+01
 -4.11064413e+01 -4.11064538e+01 -4.11067969e+01 -4.11070473e+01
 -4.11072094e+01 -4.11074121e+01 -4.11075807e+01 -4.11077191e+01
 -4.11079109e+01 -4.11079995e+01 -4.11080993e+01 -4.11081846e+01
 -4.11082838e+01 -4.11083364e+01 -4.11084221e+01 -4.11084374e+01
 -4.11085173e+01 -4.11085205e+01 -4.11085355e+01 -4.11085800e+01
 -4.11086016e+01 -4.11086348e+01 -4.11086636e+01 -4.11086889e+01
 -4.11087061e+01 -4.11087243e+01 -4.11087398e+01 -4.11087482e+01
 -4.11087633e+01 -4.11087718e+01 -4.11087814e+01 -4.11087916e+01
 -4.11087932e+01 -4.11087941e+01 -4.11088042e+01 -4.11088052e+01
 -4.11088061e+01 -4.11088128e+01 -4.11088154e+01 -4.11088202e+01
 -4.11088246e+01 -4.11088257e+01 -4.11088262e+01 -4.11088295e+01
 -4.11088312e+01 -4.11088340e+01 -4.11088351e+01 -4.11088367e+01
 -4.11088378e+01 -4.11088391e+01 -4.11088400e+01 -4.11088413e+01
 -4.11088413e+01 -4.11088417e+01 -4.11088423e+01 -4.11088428e+01
 -4.11088435e+01 -4.11088438e+01 -4.11088444e+01 -4.11088446e+01
 -4.11088449e+01 -4.11088452e+01 -4.11088454e+01 -4.11088456e+01
 -4.11088459e+01 -4.11088461e+01 -4.11088462e+01 -4.11088463e+01
 -4.11088464e+01 -4.11088464e+01 -4.11088465e+01 -4.11088465e+01
 -4.11088466e+01 -4.11088466e+01 -4.11088467e+01 -4.11088467e+01
 -4.11088468e+01 -4.11088468e+01 -4.11088468e+01 -4.11088468e+01
 -4.11088468e+01 -4.11088468e+01 -4.11088469e+01 -4.11088469e+01]",227,24.786467790603638,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.18689362e+03 9.63901207e+02 9.22615320e+02
 8.71598983e+02 8.00971501e+02 7.56650997e+02 6.89305499e+02
 6.26334120e+02 5.60059080e+02 5.08963959e+02 5.17468630e+02
 4.54617508e+02 4.47121625e+02 4.15174805e+02 3.82025772e+02
 3.66369951e+02 3.30810340e+02 3.29528457e+02 3.28318526e+02
 3.21961813e+02 3.12167736e+02 2.71908138e+02 2.75285099e+02
 2.51992233e+02 2.32937957e+02 2.19290103e+02 2.08808629e+02
 1.92496198e+02 1.84241789e+02 1.74133256e+02 1.60764189e+02
 1.49753876e+02 1.41367966e+02 1.38113523e+02 1.22155960e+02
 1.21870391e+02 1.11930280e+02 1.03562303e+02 1.03223716e+02
 9.05716540e+01 8.85373012e+01 8.01902049e+01 7.66354864e+01
 7.35109515e+01 6.78230930e+01 6.40181994e+01 6.00032951e+01
 5.11607009e+01 5.03313985e+01 4.60863728e+01 4.26229268e+01
 4.31860828e+01 3.85387650e+01 3.43953653e+01 3.33127842e+01
 2.92161127e+01 2.85058404e+01 2.69838003e+01 2.72852608e+01
 2.45173547e+01 2.41125345e+01 2.14962950e+01 2.15788621e+01
 1.86733577e+01 1.91179287e+01 1.66957301e+01 1.67326472e+01
 1.55838408e+01 1.47203740e+01 1.35501368e+01 1.33326716e+01
 1.17986179e+01 1.18893883e+01 1.00881115e+01 9.87190863e+00
 9.57296513e+00 9.26466471e+00 8.97032538e+00 8.61995962e+00
 7.51690673e+00 7.23438269e+00 6.76262450e+00 6.24129691e+00
 6.02890004e+00 5.57007118e+00 5.43287442e+00 5.40318467e+00
 4.77694779e+00 4.15544666e+00 4.16962337e+00 3.81456134e+00
 3.79309945e+00 3.31049638e+00 3.26739499e+00 3.00319310e+00
 2.98312890e+00 2.87312031e+00 2.67328157e+00 2.57776728e+00
 2.33158521e+00 2.33481600e+00 2.01394891e+00 2.03257038e+00
 1.78181927e+00 1.58352942e+00 1.56123520e+00 1.38665808e+00
 1.37564685e+00 1.25443478e+00 1.18941052e+00 1.12233188e+00
 1.00232199e+00 9.70366500e-01 9.25255190e-01 8.43598072e-01
 8.37052074e-01 7.90421826e-01 7.39793348e-01 7.15698352e-01
 6.46624987e-01 6.41526102e-01 5.67691945e-01 5.44024100e-01
 5.16852552e-01 4.71625773e-01 4.65305183e-01 4.27821740e-01
 3.91413205e-01 3.86965847e-01 3.43115003e-01 3.35740522e-01
 3.11724978e-01 2.92946697e-01 2.82156541e-01 2.46860135e-01
 2.50918462e-01 2.18668395e-01 2.22368458e-01 1.95195558e-01
 1.93155373e-01 1.93490263e-01 1.70588894e-01 1.67124246e-01
 1.57377427e-01 1.61519170e-01 1.44925988e-01 1.37536484e-01
 1.31540560e-01 1.21818378e-01 1.16014080e-01 1.06669439e-01
 9.89757786e-02 9.31646831e-02 8.91987339e-02 8.25359206e-02
 7.58797740e-02 7.33092656e-02 6.58970119e-02 6.59602705e-02
 5.84998900e-02 5.80517130e-02 5.81146783e-02 5.23117568e-02
 5.10580867e-02 4.67372465e-02 4.32459559e-02 4.03767522e-02
 3.85046988e-02 3.52349827e-02 3.38765956e-02 3.18472676e-02
 2.94967562e-02 2.80155184e-02 2.57171706e-02 2.42806909e-02
 2.34949790e-02 2.38694895e-02 2.09394526e-02 2.08592712e-02
 2.10482304e-02 1.86358495e-02 1.83137754e-02 1.64554737e-02
 1.51017369e-02 1.50023522e-02 1.47549384e-02 1.35113462e-02
 1.27340788e-02 1.13929677e-02 1.13156176e-02 1.02122476e-02
 9.86271269e-03 8.92024840e-03 8.51696499e-03 7.64960344e-03
 7.70573591e-03 7.48561977e-03 7.01137796e-03 6.51334563e-03
 5.97315610e-03 5.77606509e-03 5.16817522e-03 5.07218849e-03
 4.54663586e-03 4.37199316e-03 4.01531168e-03 3.79832323e-03
 3.48026836e-03 3.01674910e-03 2.93922500e-03 2.70771668e-03
 2.59081980e-03 2.41171035e-03 2.22369716e-03 2.20081769e-03
 2.16046546e-03 1.98754612e-03 1.86198030e-03 1.76795959e-03
 1.62635400e-03 1.57392788e-03 1.42110258e-03 1.40266491e-03
 1.39997650e-03 1.28870600e-03 1.23430364e-03 1.07828702e-03]",1361,683,0
"[[-3.66095053  5.22735108 -0.63555486 ...  0.          0.
   0.        ]
 [-5.57683373 -3.7559398   6.46585493 ...  0.          0.
   0.        ]
 [-8.02504968  2.1381616   5.65877462 ...  0.          0.
   0.        ]
 ...
 [-7.46261801  0.81059994  3.92924089 ...  0.          0.
   0.        ]
 [ 8.57701564 -6.23751864 -5.66328664 ...  0.          0.
   0.        ]
 [-0.92704345 -8.59339194  2.64209224 ...  0.          0.
   0.        ]]","[ 9.67813830e+04  7.79432871e+04  4.19005651e+04  2.42288910e+04
  1.95609951e+04  9.40798866e+03  7.35941029e+03  4.94393637e+03
  2.49525908e+03  1.82370926e+03  1.12877653e+03  6.08524712e+02
  4.35780670e+02  2.54216386e+02  1.21180222e+02  8.33383740e+01
  2.57773873e+01  2.91119176e+00 -1.17923420e+01 -2.52067151e+01
 -2.96871695e+01 -3.42465510e+01 -3.67853422e+01 -3.83542971e+01
 -3.93825225e+01 -4.00481072e+01 -4.04657409e+01 -4.06775332e+01
 -4.08532607e+01 -4.09430464e+01 -4.10034427e+01 -4.10459982e+01
 -4.10699925e+01 -4.10818669e+01 -4.10937175e+01 -4.10983414e+01
 -4.11026178e+01 -4.11047298e+01 -4.11063733e+01 -4.11072267e+01
 -4.11078664e+01 -4.11082730e+01 -4.11084463e+01 -4.11086121e+01
 -4.11086937e+01 -4.11087536e+01 -4.11087847e+01 -4.11088104e+01
 -4.11088228e+01 -4.11088332e+01 -4.11088377e+01 -4.11088412e+01
 -4.11088431e+01 -4.11088446e+01 -4.11088455e+01 -4.11088461e+01
 -4.11088464e+01 -4.11088467e+01 -4.11088468e+01 -4.11088469e+01]",59,6.075606107711792,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.15069056e+03 7.08569611e+02 5.46887160e+02
 5.04284308e+02 3.12338674e+02 3.04082785e+02 2.39682208e+02
 1.61205345e+02 1.46723065e+02 1.14199551e+02 8.17699090e+01
 7.32864135e+01 5.64922307e+01 4.07493622e+01 3.67797944e+01
 2.64863796e+01 2.17790204e+01 1.71155717e+01 1.31205524e+01
 1.09626702e+01 8.22001655e+00 6.91619220e+00 5.20428221e+00
 4.17317071e+00 3.35253205e+00 2.50330352e+00 2.10405899e+00
 1.63071150e+00 1.29112412e+00 1.01911207e+00 8.06378826e-01
 6.21804923e-01 5.21054351e-01 3.93793180e-01 3.26286422e-01
 2.44571196e-01 2.09838069e-01 1.53805266e-01 1.26991251e-01
 9.94790751e-02 7.44680606e-02 6.33968164e-02 4.89384546e-02
 3.86509909e-02 2.99820525e-02 2.56316588e-02 1.85250699e-02
 1.53076906e-02 1.17913714e-02 9.60561703e-03 7.55676466e-03
 6.44059780e-03 4.73365725e-03 3.72802001e-03 2.97575346e-03
 2.36209865e-03 1.75446722e-03 1.50658404e-03 1.13111894e-03]",179,120,0
"[[-3.66095053e+00  5.37619753e+00  1.12295468e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-5.57683373e+00 -3.72544650e+00 -1.95515454e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-8.02504968e+00  2.30835810e+00 -1.16076999e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-7.46261801e+00  9.49145987e-01 -1.81182047e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.57701564e+00 -6.48560774e+00 -5.78456340e-03 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.27043446e-01 -8.72177516e+00 -2.64070883e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]","[ 9.67813830e+04  8.28912239e+04  2.92651083e+03  1.43697822e+03
  1.39042398e+02  1.24587398e+02 -1.05961093e+01 -2.70486507e+01
 -3.79249045e+01 -4.07075426e+01 -4.07554497e+01 -4.10480363e+01
 -4.10760560e+01 -4.11039732e+01 -4.11077565e+01 -4.11080670e+01
 -4.11087327e+01 -4.11087847e+01 -4.11088424e+01 -4.11088430e+01
 -4.11088465e+01 -4.11088468e+01]",21,0.22454595565795898,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.18689362e+03 1.23834629e+02 7.79095304e+01
 3.29759931e+01 5.18698521e+01 1.22081993e+01 6.45860073e+00
 3.76038790e+00 1.74591144e+00 2.37505354e+00 5.01786307e-01
 3.25021480e-01 1.52190813e-01 1.17721875e-01 1.06400640e-01
 2.09934457e-02 1.41773292e-02 4.85471684e-03 8.23180611e-03
 1.58285610e-03 8.18560344e-04]",59,64,0
"[[-3.66095053e+00  5.22735108e+00  1.12295468e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-5.57683373e+00 -3.75593980e+00 -1.95515454e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-8.02504968e+00  2.13816160e+00 -1.16076999e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-7.46261801e+00  8.10599938e-01 -1.81182047e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.57701564e+00 -6.23751864e+00 -5.78456340e-03 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.27043446e-01 -8.59339194e+00 -2.64070883e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]","[ 9.67813830e+04  7.79432871e+04  2.92651083e+03  1.43633918e+03
  1.39957912e+02  1.22130173e+02 -1.09346087e+01 -2.73064245e+01
 -3.79092404e+01 -4.07086608e+01 -4.09450136e+01 -4.10481639e+01
 -4.10878840e+01 -4.11044692e+01 -4.11068214e+01 -4.11085729e+01
 -4.11087178e+01 -4.11088195e+01 -4.11088339e+01 -4.11088453e+01
 -4.11088462e+01 -4.11088468e+01]",21,0.17260003089904785,Converged. Gradient norm is below tolerance.,"[1.14536178e+03 1.15069056e+03 1.23834629e+02 7.78685189e+01
 3.28641276e+01 5.14122894e+01 1.21584464e+01 6.39852891e+00
 3.77225547e+00 1.74942357e+00 1.20490783e+00 5.01143968e-01
 3.12926512e-01 1.55944567e-01 1.77805704e-01 3.97005171e-02
 2.15434685e-02 9.86477091e-03 1.45705974e-02 2.95447562e-03
 1.62701595e-03 7.34609218e-04]",46,43,0
